Banco,Dirección,Provincia,Localidad,Codigo Postal,Latitud,Longitud
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV DEL LIBERTADOR 2689,CABA,CABA ZONA NORTE,C1425AAZ,-34.578383,-58.40715
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV DEL LIBERTADOR 5750,CABA,CABA ZONA NORTE,C1428ARN,-34.55876,-58.445662
BANCO SANTANDER RIO S.A.,AV DEL LIBERTADOR 6401 PB DPTO: 1,CABA,CABA ZONA NORTE,C1428ARH,34.552918,58.450914
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV DEL LIBERTADOR 7468,CABA,CABA ZONA NORTE,C1429BMU,-34.54494,-58.45958
BANCO SANTANDER RIO S.A.,AV DIAZ VELEZ 4101/05 PB DPTO: 1,CABA,CABA ZONA NORTE,C1200AAI,34.608543,58.424757
BANCO PIANO S.A.,AV ENTRE RIOS 1238,CABA,CABA ZONA NORTE,C1133AAN,34.623274,58.391459
BANCO SANTANDER RIO S.A.,AV FIGUEROA ALCORTA 2263 PB DPTO: 1,CABA,CABA ZONA NORTE,C1425CKB,34.583253,58.392586
BANCO SANTANDER RIO S.A.,AV FIGUEROA ALCORTA 2263 PB DPTO: 1,CABA,CABA ZONA NORTE,C1425CKB,34.583266,58.392595
BANCO SANTANDER RIO S.A.,AV FOREST 1187 PB DPTO: 1,CABA,CABA ZONA NORTE,C1427CEI,34.578482,58.460055
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV FRANCISCO BEIRO 4378,CABA,CABA ZONA NORTE,C1419HZT,-34.60609,-58.512141
BANCO SANTANDER RIO S.A.,AV FRANCISCO BEIRO 5248 PB DPTO: 1,CABA,CABA ZONA NORTE,C1419IAO,34.613484,58.524276
BANCO SANTANDER RIO S.A.,AV GAONA 3935 PB DPTO: 1,CABA,CABA ZONA NORTE,C1407FIB,34.623483,58.480016
BANCO SUPERVIELLE S.A.,AV INDEPENDENCIA 1743,CABA,CABA ZONA NORTE,C1100ABE,-34.6181,-58.3909
BANCO SANTANDER RIO S.A.,AV INTENDENTE GUIRALDES S/N PB DPTO: 1,CABA,CABA ZONA NORTE,C1428ARH,34.54152,58.44417
BANCO SANTANDER RIO S.A.,AV JUAN B JUSTO 1271 PB DPTO: 1,CABA,CABA ZONA NORTE,C1414CWB,34.583743,58.432554
HSBC BANK ARGENTINA S.A.,AV JUAN B JUSTO 807,CABA,CABA ZONA NORTE,C1425FSC,-34.870431,-58.131311
BANCO SANTANDER RIO S.A.,AV LA PLATA 96/140 PB DPTO: 1,CABA,CABA ZONA NORTE,C1184AAN,34.616567,58.428904
BANCO SANTANDER RIO S.A.,AV LAS HERAS 1602 PB DPTO: 1,CABA,CABA ZONA NORTE,C1018AAN,34.593271,58.390038
BANCO SUPERVIELLE S.A.,AV LAS HERAS 2401,CABA,CABA ZONA NORTE,C1425ASB,-34.586,-58.398
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV LAS HERAS 3001 Y BILLINGHURST,CABA,CABA ZONA NORTE,C1425ASH,-34.583441,-58.404035
BANCO SANTANDER RIO S.A.,AV LAS HERAS 3201 PB DPTO: 1,CABA,CABA ZONA NORTE,C1425ASJ,34.583482,58.406171
BANCO SANTANDER RIO S.A.,AV LEANDRO N ALEM 456 PB DPTO: 1,CABA,CABA ZONA NORTE,C1003AAR,34.602381,58.370322
BANCO SANTANDER RIO S.A.,AV LEANDRO N ALEM 855 PB DPTO: 1,CABA,CABA ZONA NORTE,C1001AAD,34.597338,58.371816
BANCO SANTANDER RIO S.A.,AV MONTES DE OCA 895 PB DPTO: 1,CABA,CABA ZONA NORTE,C1270AAI,34.638575,58.374617
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV PASEO COLON 525,CABA,CABA ZONA NORTE,C1063ACF,-34.613888,-58.369488
BANCO SANTANDER RIO S.A.,AV PRESIDENTE ROQUE SAENZ PENA 844 PB DPTO: 1,CABA,CABA ZONA NORTE,C1035AAQ,34.605356,58.378588
BANCO SANTANDER RIO S.A.,AV PUEYRREDON 1055/7 PB DPTO: 1,CABA,CABA ZONA NORTE,C1425BGL,34.585406,58.415496
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV PUEYRREDON 1657,CABA,CABA ZONA NORTE,C1118AAG,-34.591973,-58.401218
BANCO SANTANDER RIO S.A.,AV PUEYRREDON 1914 PB DPTO: 1,CABA,CABA ZONA NORTE,C1119ACP,34.589023,58.399698
BANCO DE LA NACION ARGENTINA,AV RAFAEL OBLIGADO,CABA,CABA ZONA NORTE,C1431FCO,-34.556457,-584.13947
BANCO SANTANDER RIO S.A.,AV RIVADAVIA 11120 PB DPTO: 1,CABA,CABA ZONA NORTE,C1408AAY,34.638951,58.521476
BANCO SANTANDER RIO S.A.,AV RIVADAVIA 3681 PB DPTO: 1,CABA,CABA ZONA NORTE,C1204AAB,34.611011,58.418272
BANCO SANTANDER RIO S.A.,AV RIVADAVIA 4364 PB DPTO: 1,CABA,CABA ZONA NORTE,C1205AAQ,34.614131,58.427045
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV RIVADAVIA 5234,CABA,CABA ZONA NORTE,C1424CEU,-34.61963,-58.439417
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV RIVADAVIA 6312 Y PUMACAHUA,CABA,CABA ZONA NORTE,C1406GLT,-34.626232,-58.455516
BANCO COMAFI SOCIEDAD ANONIMA,AV RIVADAVIA 6770,CABA,CABA ZONA NORTE,C1406GLX,-34.628321,-58.460772
BANCO SANTANDER RIO S.A.,AV RIVADAVIA 6902 PB DPTO: 1,CABA,CABA ZONA NORTE,C1406GLZ,34.628871,58.462718
BANCO SANTANDER RIO S.A.,AV RIVADAVIA 8679/81 PB DPTO: 1,CABA,CABA ZONA NORTE,C1407DYI,34.634706,58.486346
BANCO PIANO S.A.,AV RIVADAVIA 8731,CABA,CABA ZONA NORTE,C1407DYJ,34.635059,58.486984
BANCO SANTANDER RIO S.A.,AV RIVADAVIA 9711 PB DPTO: 1,CABA,CABA ZONA NORTE,C1407DZG,34.637641,58.501051
BANCO SANTANDER RIO S.A.,AV SAN MARTIN 2219 PB DPTO: 1,CABA,CABA ZONA NORTE,C1416DJU,34.60458,58.45851
BANCO SANTANDER RIO S.A.,AV SAN MARTIN 4453 PB DPTO: 1,CABA,CABA ZONA NORTE,C1417DSE,34.598022,58.482651
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV SAN MARTIN 7249 Y SAN NICOLAS,CABA,CABA ZONA NORTE,C1419AWP,-34.589955,-58.515906
BANCO PIANO S.A.,AV SAN MARTIN 7274,CABA,CABA ZONA NORTE,C1419ICW,34.590029,58.51632
BANCO SANTANDER RIO S.A.,AV SANTA FE 1450 PB DPTO: 1,CABA,CABA ZONA NORTE,C1060ABN,34.590216,58.408661
BANCO SANTANDER RIO S.A.,AV SANTA FE 2201 PB DPTO: 1,CABA,CABA ZONA NORTE,C1123AAE,34.595358,58.398511
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV SANTA FE 2265,CABA,CABA ZONA NORTE,C1123AAE,-34.595246,-58.39933
BANCO CREDICOOP COOPERATIVO LIMITADO,AV SANTA FE 2587,CABA,CABA ZONA NORTE,C1425BGA,-34.593972,-58.403348
BANCO SUPERVIELLE S.A.,AV SANTA FE 2974,CABA,CABA ZONA NORTE,C1425BGR,-34.5911,-58.4077
BANCO SANTANDER RIO S.A.,AV SANTA FE 3077 PB DPTO: 1,CABA,CABA ZONA NORTE,C1425BGF,34.573071,58.503651
BANCO SANTANDER RIO S.A.,AV SANTA FE 3228 PB DPTO: 1,CABA,CABA ZONA NORTE,C1425BGU,34.588783,58.41053
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV SANTA FE 3316,CABA,CABA ZONA NORTE,C1425BGV,-34.587874,-58.411859
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV SANTA FE 3440,CABA,CABA ZONA NORTE,C1425BGW,-34.586801,-58.413516
BANCO SANTANDER RIO S.A.,AV SANTA FE 3655 PB DPTO: 1,CABA,CABA ZONA NORTE,C1425DFQ,34.575305,58.403754
BANCO SUPERVIELLE S.A.,AV SANTA FE 4453,CABA,CABA ZONA NORTE,C1425BHG,-34.5794,-58.4238
BANCO SANTANDER RIO S.A.,AV SANTA FE 4846/48 PB DPTO: 1,CABA,CABA ZONA NORTE,C1425BHX,34.577791,58.427907
BANCO SANTANDER RIO S.A.,AV SANTA FE 880 PB DPTO: 1,CABA,CABA ZONA NORTE,C1059ABP,34.595201,58.379637
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV SANTA FE 964,CABA,CABA ZONA NORTE,C1059ABQ,-34.595329,-58.380909
BANCO PIANO S.A.,AV SCALABRINI ORTIZ 381,CABA,CABA ZONA NORTE,C1414DND,34.599214,58.437849
BANCO SANTANDER RIO S.A.,AV TRIUNVIRATO 3633 PB DPTO: 1,CABA,CABA ZONA NORTE,C1427AAJ,34.582018,58.472768
BANCO PIANO S.A.,AV TRIUNVIRATO 4127,CABA,CABA ZONA NORTE,C1431FBE,34.578882,58.479348
BANCO HIPOTECARIO S.A.,AV TRIUNVIRATO 4279,CABA,CABA ZONA NORTE,C1431FBF,-34.577679,-58.481129
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV TRIUNVIRATO 4599 Y BLANCO ENCALADA,CABA,CABA ZONA NORTE,C1431FBI,-34.574944,-58.485347
BANCO SANTANDER RIO S.A.,AV TRIUNVIRATO 4648 PB DPTO: 1,CABA,CABA ZONA NORTE,C1431FBW,34.574667,58.485849
HSBC BANK ARGENTINA S.A.,AV.  CABILDO 2453,CABA,CABA ZONA NORTE,C1428AAG,-34.558737,-58.459513
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. ACOYTE 71 PB,CABA,CABA ZONA NORTE,C1405BFA,-34.617452,-58.43679
BANCO DE LA NACION ARGENTINA,AV. ALICIA MOREAU DE JUSTO 1300,CABA,CABA ZONA NORTE,C1107AAZ,-34.613406,-583.661852
BANCO DE LA NACION ARGENTINA,AV. ALVAREZ JONTE 5298,CABA,CABA ZONA NORTE,C1407GPT,-34.624221,-585.11596
BANCO DE LA NACION ARGENTINA,AV. ALVAREZ JONTE 5298,CABA,CABA ZONA NORTE,C1407GPT,-34.62422,-585.11596
BANCO DE LA NACION ARGENTINA,AV. ALVAREZ THOMAS 1994,CABA,CABA ZONA NORTE,C1427CDT,-34.578632,-584.69523
BANCO DE LA NACION ARGENTINA,AV. ALVAREZ THOMAS 1994,CABA,CABA ZONA NORTE,C1427CDT,-34.57863,-584.69523
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. ALVEAR 1331,CABA,CABA ZONA NORTE,C1014AAA,-34.591363,-58.383472
BBVA BANCO FRANCES S.A.,AV. ALVEAR 1528,CABA,CABA ZONA NORTE,C1014AAP,-34.590275,-58.385181
HSBC BANK ARGENTINA S.A.,AV. ALVEAR 1661,CABA,CABA ZONA NORTE,C1024AAC,-34.590606,-58.390612
BANCO DE LA NACION ARGENTINA,AV. ALVEAR 1936,CABA,CABA ZONA NORTE,C1129AAO,-34.587379,-583.8963
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. ANGEL GALLARDO 1072,CABA,CABA ZONA NORTE,C1405DJX,-34.607221,-58.445249
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. ANTARTIDA ARGENTINA 1160 PB,CABA,CABA ZONA NORTE,C1104AAX,-34.585772,-58.372555
BANCO DE LA NACION ARGENTINA,AV. ANTARTIDA ARGENTINA 2258,CABA,CABA ZONA NORTE,C1104ACW,-34.58103,-583.74255
BANCO MACRO S.A.,AV. ANTARTIDA ARGENTINA 2258 PB,CABA,CABA ZONA NORTE,C1104ACW,-34.622049,-58.389958
HSBC BANK ARGENTINA S.A.,AV. ANTARTIDA ARGENTINA 821,CABA,CABA ZONA NORTE,C1001AAB,-34.600023,-58.837036
BANCO DE LA NACION ARGENTINA,AV. ANTARTIDA ARGENTINA 821,CABA,CABA ZONA NORTE,C1104AAH,-34.589863,-583.70708
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. BEIRO 5327 PB,CABA,CABA ZONA NORTE,C1023AAT,-34.695438,-58.504719
BANCO MACRO S.A.,AV. BELGRANO 1358 PB,CABA,CABA ZONA NORTE,C1093AAO,-34.613409,-58.385472
BANCO MACRO S.A.,AV. BELGRANO 1668 PB,CABA,CABA ZONA NORTE,C1093AAR,-34.613719,-58.389906
BANCO MACRO S.A.,AV. BELGRANO 1668/70 PB,CABA,CABA ZONA NORTE,C1093AAR,-34.613719,-58.389906
BANCO SUPERVIELLE S.A.,AV. BELGRANO 1783,CABA,CABA ZONA NORTE,C1093AAF,-34.5522,-58.4563
BBVA BANCO FRANCES S.A.,AV. BELGRANO 2975,CABA,CABA ZONA NORTE,C1209AAB,-34.614744,-58.408121
BANCO DE LA NACION ARGENTINA,AV. BELGRANO 3106,CABA,CABA ZONA NORTE,C1036AAF,-34.61541,-584.1039
BBVA BANCO FRANCES S.A.,AV. BELGRANO 698,CABA,CABA ZONA NORTE,C1092AAT,-34.61274,-58.37611
BBVA BANCO FRANCES S.A.,AV. BELGRANO 698,CABA,CABA ZONA NORTE,C1092AAT,-34.61274,-58.37611
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. BELGRANO 992,CABA,CABA ZONA NORTE,C1092AAW,-34.613044,-58.38035
BANCO SUPERVIELLE S.A.,AV. BOEDO 729,CABA,CABA ZONA NORTE,C1218AAD,-34.6214,-58.4165
BANCO DE LA NACION ARGENTINA,AV. BOYACA 32,CABA,CABA ZONA NORTE,C1406BGB,-34.62634,-584.56986
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CABILDO  PB Y AV. CONGRESO,CABA,CABA ZONA NORTE,C1425BGQ,-34.591689,-58.407032
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CABILDO  PB Y AV. FEDERICO LACROZE,CABA,CABA ZONA NORTE,C1426AAU,-34.570013,-58.44467
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CABILDO  PB Y VIRREY DEL PINO,CABA,CABA ZONA NORTE,C1426AAU,-34.566216,-58.452127
BANCO PATAGONIA S.A.,AV. CABILDO 1159,CABA,CABA ZONA NORTE,C1426AAL,-34.568541,-58.447665
BANCO PATAGONIA S.A.,AV. CABILDO 1159,CABA,CABA ZONA NORTE,C1426AAL,-34.568541,-58.44766
BANCO CREDICOOP COOPERATIVO LIMITADO,AV. CABILDO 1546,CABA,CABA ZONA NORTE,C1426ABP,-34.566473,-58.451631
BBVA BANCO FRANCES S.A.,AV. CABILDO 1732/40,CABA,CABA ZONA NORTE,C1426ABR,-34.56543,-58.453537
BBVA BANCO FRANCES S.A.,AV. CABILDO 1732/40,CABA,CABA ZONA NORTE,C1426ABR,-34.56543,-58.453537
HSBC BANK ARGENTINA S.A.,AV. CABILDO 1802,CABA,CABA ZONA NORTE,C1428AAN,-34.564852,-58.454285
BANCO DE LA NACION ARGENTINA,AV. CABILDO 1900,CABA,CABA ZONA NORTE,C1428AAN,-34.563932,-584.55052
BANCO PATAGONIA S.A.,AV. CABILDO 1939,CABA,CABA ZONA NORTE,C1428AAB,-34.563537,-58.455361
BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. CABILDO 1999,CABA,CABA ZONA NORTE,C1428AAB,-34.563,-58.4558
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CABILDO 2201 PB,CABA,CABA ZONA NORTE,C1428AAE,-34.560947,-58.457465
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CABILDO 2201 PB,CABA,CABA ZONA NORTE,C1428AAE,-34.560947,-58.457465
BANCO SANTANDER RIO S.A.,AV. CABILDO 2347 PB DPTO: 1,CABA,CABA ZONA NORTE,C1428AAF,34.559728,58.458668
BANCO COLUMBIA S.A.,AV. CABILDO 2359,CABA,CABA ZONA NORTE,C1428AAF,-34.559604,-58.458749
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. CABILDO 2762,CABA,CABA ZONA NORTE,C1428AAW,-34.556495,-58.461599
BANCO DE LA NACION ARGENTINA,AV. CABILDO 2902,CABA,CABA ZONA NORTE,C1429AAN,-34.55549,-584.62543
BANCO DE LA NACION ARGENTINA,AV. CABILDO 2902,CABA,CABA ZONA NORTE,C1429AAN,-34.555487,-584.62543
BANCO CREDICOOP COOPERATIVO LIMITADO,AV. CABILDO 2945,CABA,CABA ZONA NORTE,C1429AAQ,-34.555052,-58.462974
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CABILDO 3061 PB,CABA,CABA ZONA NORTE,C1429AAB,-34.553826,-58.463982
HSBC BANK ARGENTINA S.A.,AV. CABILDO 3096,CABA,CABA ZONA NORTE,C1429AAO,-34.553562,-58.464462
BBVA BANCO FRANCES S.A.,AV. CABILDO 3622/24,CABA,CABA ZONA NORTE,C1429AAU,-34.549736,-58.467541
BBVA BANCO FRANCES S.A.,AV. CABILDO 3622/24,CABA,CABA ZONA NORTE,C1429AAU,-34.549736,-58.467541
BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. CABILDO 3802,CABA,CABA ZONA NORTE,C1429AAW,-34.548061,-58.468938
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CABILDO 690 PB,CABA,CABA ZONA NORTE,C1426AAT,-34.570645,-58.443734
BANCO MACRO S.A.,AV. CABILDO 850 PB,CABA,CABA ZONA NORTE,C1426AAV,-34.569749,-58.445303
HSBC BANK ARGENTINA S.A.,AV. CABILDO 867,CABA,CABA ZONA NORTE,C1426AAI,-34.569661,-58.445433
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. CABILDO 935,CABA,CABA ZONA NORTE,C1425AAJ,-34.569389,-58.445966
BANCO DE LA NACION ARGENTINA,AV. CALLAO 101,CABA,CABA ZONA NORTE,C1022AAB,-34.607973,-583.9201
BANCO SUPERVIELLE S.A.,AV. CALLAO 1021,CABA,CABA ZONA NORTE,C1023AAD,-34.5964,-58.3932
BANCO PATAGONIA S.A.,AV. CALLAO 1165,CABA,CABA ZONA NORTE,C1023AAE,-34.595187,-58.393218
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. CALLAO 1171,CABA,CABA ZONA NORTE,C1023AAE,-34.595128,-58.393208
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CALLAO 1306 PB,CABA,CABA ZONA NORTE,C1023AAT,-34.593685,-58.393167
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CALLAO 1326 PB,CABA,CABA ZONA NORTE,C1023AAT,-34.593265,-58.393077
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. CALLAO 141,CABA,CABA ZONA NORTE,C1022AAB,-34.6053,-58.392179
BBVA BANCO FRANCES S.A.,AV. CALLAO 1499,CABA,CABA ZONA NORTE,C1024AAA,-34.591785,-58.391888
BBVA BANCO FRANCES S.A.,AV. CALLAO 1499,CABA,CABA ZONA NORTE,C1024AAA,-34.591785,-58.391888
BANCO COLUMBIA S.A.,AV. CALLAO 1557,CABA,CABA ZONA NORTE,C1024AAB,-34.588255,-58.390152
BANCO COMAFI SOCIEDAD ANONIMA,AV. CALLAO 169 PB DPTO: LOCAL,CABA,CABA ZONA NORTE,C1022AAB,34.607144,58.392084
BANCO SANTANDER RIO S.A.,AV. CALLAO 1902 PB DPTO: 1,CABA,CABA ZONA NORTE,C1024AAS,34.587084,58.397231
BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. CALLAO 201,CABA,CABA ZONA NORTE,C1022AAC,-34.60679,-58.39213
BBVA BANCO FRANCES S.A.,AV. CALLAO 257/63,CABA,CABA ZONA NORTE,C1022AAC,-34.606121,-58.392147
BANCO MACRO S.A.,AV. CALLAO 264 PB,CABA,CABA ZONA NORTE,C1022AAP,-34.606055,-58.392152
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CALLAO 270 PB,CABA,CABA ZONA NORTE,C1022AAP,-34.605952,-58.392275
BANCO PATAGONIA S.A.,AV. CALLAO 273,CABA,CABA ZONA NORTE,C1022AAC,-34.605941,-58.392137
BANCO DE LA NACION ARGENTINA,AV. CALLAO 302,CABA,CABA ZONA NORTE,C1036AAF,-34.60556,-583.924
BBVA BANCO FRANCES S.A.,AV. CARLOS PELLEGRINI 1413,CABA,CABA ZONA NORTE,C1011AAC,-34.591465,-58.381523
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CARLOS PELLEGRINI 471 PB,CABA,CABA ZONA NORTE,C1009ABI,-34.361231,-58.224902
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CERVINO 3356 PB,CABA,CABA ZONA NORTE,C1425AGP,-34.581142,-58.406897
BBVA BANCO FRANCES S.A.,AV. CERVIÑO 4648,CABA,CABA ZONA NORTE,C1425AHQ,-34.575317,-58.422878
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. COLOMBIA 4300 PB,CABA,CABA ZONA NORTE,C1425GMN,-34.573899,-58.418362
BANCO DE LA NACION ARGENTINA,AV. COMODORO PY 2055,CABA,CABA ZONA NORTE,C1036AAF,-34.58766,-583.6729
BANCO MACRO S.A.,AV. COMODORO PY 2055 PB,CABA,CABA ZONA NORTE,C1104BEA,-34.587788,-58.367007
BANCO DE LA NACION ARGENTINA,AV. CONSTITUCION 1804,CABA,CABA ZONA NORTE,C1036AAF,-34.84177,-585.2922
BBVA BANCO FRANCES S.A.,AV. CORDOBA 111 PISO: -1,CABA,CABA ZONA NORTE,C1054AAA,-34.598279,-58.369851
BANCO MACRO S.A.,AV. CORDOBA 1315 PB,CABA,CABA ZONA NORTE,C1055AAD,-34.599227,-58.385702
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. CORDOBA 1428,CABA,CABA ZONA NORTE,C1055AAR,-34.599311,-58.387196
BANCO CREDICOOP COOPERATIVO LIMITADO,AV. CORDOBA 1527,CABA,CABA ZONA NORTE,C1055AAF,-34.599364,-58.388569
BANCO MACRO S.A.,AV. CORDOBA 1674 PB,CABA,CABA ZONA NORTE,C1055AAT,-34.599554,-58.391018
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. CORDOBA 1950 PB,CABA,CABA ZONA NORTE,C1120AAO,-34.59968,-58.395107
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. CORDOBA 2090,CABA,CABA ZONA NORTE,C1120AAP,-34.59973,-58.397033
BANCO PATAGONIA S.A.,AV. CORDOBA 2240,CABA,CABA ZONA NORTE,C1120AAR,-34.599717,-58.399214
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CORDOBA 2543 PB,CABA,CABA ZONA NORTE,C1055AAF,-34.599309,-58.388821
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CORDOBA 2543 PB,CABA,CABA ZONA NORTE,C1055AAF,-34.599309,-58.388821
BANCO MACRO S.A.,AV. CORDOBA 2571 PB,CABA,CABA ZONA NORTE,C1120AAH,-34.598611,-58.403369
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. CORDOBA 3227,CABA,CABA ZONA NORTE,C1187AAG,-34.597982,-58.412264
BANCO SUPERVIELLE S.A.,AV. CORDOBA 331,CABA,CABA ZONA NORTE,C1054AAC,-34.5984,-58.3719
BANCO DE LA NACION ARGENTINA,AV. CORDOBA 4402,CABA,CABA ZONA NORTE,C1414BAP,-34.64843,-584.16306
BBVA BANCO FRANCES S.A.,AV. CORDOBA 4675/77,CABA,CABA ZONA NORTE,C1414BAE,-34.593716,-58.430916
HSBC BANK ARGENTINA S.A.,AV. CORDOBA 544,CABA,CABA ZONA NORTE,C1057AAJ,-34.597614,-58.377182
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CORDOBA 5985 PB,CABA,CABA ZONA NORTE,C1414BBF,-34.584677,-58.444405
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CORDOBA 6103 PB,CABA,CABA ZONA NORTE,C1427BZB,-34.583731,-58.446482
BANCO COMAFI SOCIEDAD ANONIMA,AV. CORDOBA 669 PB DPTO: LOCAL,CABA,CABA ZONA NORTE,C1054AAF,34.598764,58.37637
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CORDOBA 675 PB,CABA,CABA ZONA NORTE,C1054AAF,-34.598693,-58.376421
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. CORDOBA 699,CABA,CABA ZONA NORTE,C1054AAF,-34.598797,-58.376804
HSBC BANK ARGENTINA S.A.,AV. CORDOBA 899,CABA,CABA ZONA NORTE,C1054AAH,-34.598898,-58.837969
BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. CORDOBA 924,CABA,CABA ZONA NORTE,C1054AAV,-34.598964,-58.380052
BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. CORONEL DIAZ 1854,CABA,CABA ZONA NORTE,C1425DQR,-34.589646,-58.410612
BBVA BANCO FRANCES S.A.,AV. CORONEL DIAZ 2257,CABA,CABA ZONA NORTE,C1425DQI,-34.586082,-58.407944
BBVA BANCO FRANCES S.A.,AV. CORONEL DIAZ 2257,CABA,CABA ZONA NORTE,C1425DQI,-34.586082,-58.407944
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CORRIENTES  PB Y AGUERO,CABA,CABA ZONA NORTE,C1193AAR,-34.604079,-58.411765
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CORRIENTES  PB Y AV. CALLAO,CABA,CABA ZONA NORTE,C1042AAQ,-34.604419,-58.392318
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CORRIENTES  PB Y AV. FEDERICO LACROZE,CABA,CABA ZONA NORTE,C1427BPT,-34.587198,-58.45503
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CORRIENTES  PB Y AV. LEANDRO ALEM,CABA,CABA ZONA NORTE,C1043AAO,-34.602989,-58.369934
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CORRIENTES  PB Y AV. PUEYRREDON,CABA,CABA ZONA NORTE,C1046AAS,-34.60458,-58.405402
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CORRIENTES  PB Y CARLOS PELLEGRINI,CABA,CABA ZONA NORTE,C1043AAW,-34.603691,-58.380865
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CORRIENTES  PB Y DORREGO,CABA,CABA ZONA NORTE,C1414ALN,-34.591718,-58.447574
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CORRIENTES  PB Y PASTEUR,CABA,CABA ZONA NORTE,C1046AAN,-34.604642,-58.399477
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CORRIENTES  PB Y URUGUAY,CABA,CABA ZONA NORTE,C1042AAN,-34.604093,-58.3873
BBVA BANCO FRANCES S.A.,AV. CORRIENTES 1102,CABA,CABA ZONA NORTE,C1043AAY,-34.603756,-58.382221
BANCO DE SERVICIOS Y TRANSACCIONES S.A.,AV. CORRIENTES 1170 PB,CABA,CABA ZONA NORTE,C1043AAY,-34.6038,-58.383231
BBVA BANCO FRANCES S.A.,AV. CORRIENTES 1401,CABA,CABA ZONA NORTE,C1042AAA,-34.604019,-58.386574
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CORRIENTES 1418 PB,CABA,CABA ZONA NORTE,C1042AAN,-34.604054,-58.387012
BANCO DE LA CIUDAD DE BUENOS AIRES,AV. CORRIENTES 1441 PB,CABA,CABA ZONA NORTE,C1042AAA,-34.60404,-58.387124
BANCO PATAGONIA S.A.,AV. CORRIENTES 1556/58,CABA,CABA ZONA NORTE,C1042AAO,-34.604177,-58.388705
BANCO CREDICOOP COOPERATIVO LIMITADO,AV. CORRIENTES 1574,CABA,CABA ZONA NORTE,C1042AAO,-34.6042,-58.388978
